idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
124,06-037-1701,19.02767206,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,0.02412904149,
125,06-037-1701,19.76187136,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,0.07999477852,
126,06-037-1701,25.47535487,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,0.5147377303,
127,06-037-1701,33.29104655,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,1.109439169,
128,06-037-1701,30.69961654,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,0.9122554497,
129,06-037-1701,44.77002684,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,1.982882798,
130,06-037-1701,51.0193287,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,2.458396542,
131,06-037-1701,41.38714599,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,1.725477031,
132,06-037-1701,45.13461797,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,2.010624791,
133,06-037-1701,42.97077719,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,1.845976635,
134,06-037-1701,25.29498846,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,0.501013524,
135,06-037-1701,20.24081113,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,0.1164376406,
136,06-037-1701,20.77207949,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,0.156862221,
137,06-037-1701,18.00309789,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.05383152287,
138,06-037-1701,24.62988008,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,0.4504049623,
139,06-037-1701,29.32034391,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,0.8073056319,
140,06-037-1701,44.60117226,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,1.970034535,
141,06-037-1701,45.62527529,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,2.047959249,
142,06-037-1701,49.51658887,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,2.344052018,
143,06-037-1701,46.58154845,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,2.120722742,
144,06-067-0006,14.5784939,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-0.3144120327,
145,06-067-0006,18.5728821,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-0.01047624438,
146,06-067-0006,10.74356256,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.6062146372,
147,06-067-0006,7.000145847,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.8910538296,
148,06-067-0006,3.925508369,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.125005143,
149,06-067-0006,4.951965872,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.046901275,
150,06-067-0006,5.701851636,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.9898419429,
151,06-067-0006,6.133058321,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.9570311251,
152,06-067-0006,9.486926124,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.7018329813,
153,06-067-0006,14.89781317,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-0.2901148061,
154,06-067-0006,24.24013645,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,0.4207490975,
155,06-067-0006,14.16729302,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-0.3457005947,
156,06-067-0006,13.66041452,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-0.3842693341,
157,06-067-0006,8.65196304,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.7653659056,
158,06-067-0006,9.874102281,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.672372477,
159,06-067-0006,7.608264433,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.8447816616,
160,06-067-0006,4.756017632,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-1.061811113,
161,06-067-0006,6.577151424,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.9232397707,
162,06-067-0006,5.859858723,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.9778190734,
163,06-067-0006,5.999984341,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.9671568172,
164,06-067-0006,8.205165311,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.7993630569,
165,06-067-0006,17.65020838,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.08068313211,
166,06-067-0006,23.34301455,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.3524864654,
167,06-067-0006,13.32922523,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.4094697586,
168,06-067-0006,12.91914738,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.4406728686,
169,06-067-0006,17.37143571,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-0.1018951393,
170,06-067-0006,8.239916284,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.796718831,
171,06-067-0006,4.793568728,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.058953824,
172,06-067-0006,4.706891474,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-1.065549157,
173,06-067-0006,4.402459293,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.088713614,
174,06-067-0006,3.965136321,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.121989824,
175,06-067-0006,5.882552748,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.9760922691,
176,06-067-0006,10.09978281,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.6552002878,
177,06-067-0006,16.87527431,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.1396484066,
178,06-067-0006,16.5169735,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.1669117662,
179,06-067-0006,16.28169076,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.1848145942,
180,06-083-1025,0.07822358581,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.417747729,
181,06-083-1025,-0.1075953543,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.431886822,
182,06-083-1025,-0.9881627173,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.498889808,
183,06-083-1025,-1.092202356,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.506806257,
184,06-083-1025,-0.07421130194,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.429346606,
185,06-083-1025,1.367638399,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.319635256,
186,06-083-1025,1.892367671,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.279708239,
187,06-083-1025,1.551742964,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.305626611,
188,06-083-1025,1.421289776,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.315552885,
189,06-083-1025,1.902755896,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.278917791,
190,06-083-1025,2.292829701,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.249236803,
191,06-083-1025,2.23399557,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.253713533,
192,06-083-1025,1.774216281,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-1.288698461,
193,06-083-1025,0.8075985829,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-1.362249076,
194,06-083-1025,0.3693829458,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-1.39559321,
195,06-083-1025,0.868634636,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-1.3576048,
196,06-083-1025,0.7119214323,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-1.369529218,
197,06-083-1025,1.073778607,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-1.341995252,
198,06-083-1025,2.001649827,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-1.271392883,
199,06-083-1025,2.306730587,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-1.248179075,
200,06-083-1025,1.913091697,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-1.278131333,
201,06-083-1025,2.350105213,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-1.244878669,
202,06-083-1025,2.396633713,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,-1.241338283,
203,06-083-1025,1.292949759,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-1.325318366,
204,06-083-1025,0.3857251187,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-1.394349723,
205,06-083-1025,0.8604406041,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-1.35822829,
206,06-083-1025,0.3121787303,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-1.399945919,
207,06-083-1025,0.3129859586,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.399884496,
208,06-083-1025,0.3848452787,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-1.394416671,
209,06-083-1025,0.2969856053,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.401101975,
210,06-083-1025,0.7769085587,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.364584302,
211,06-083-1025,1.68768305,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-1.295282835,
212,06-083-1025,1.686709868,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-1.295356885,
213,06-083-1025,1.476509306,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-1.311351192,
214,06-083-1025,1.310055315,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-1.324016793,
215,06-083-1025,0.9866224839,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-1.348627023,
216,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
217,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
218,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
219,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
220,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
221,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
222,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
223,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
224,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
225,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
226,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
227,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
228,32-003-0540,40.56951258,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,1.663262733,
229,32-003-0540,29.874648,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,0.8494830174,
230,32-003-0540,25.84005516,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,0.5424880301,
231,32-003-0540,21.66541247,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,0.2248365518,
232,32-003-0540,18.30442763,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.03090313235,
233,32-003-0540,20.09119973,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,0.1050536045,
234,32-003-0540,18.45635462,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.01934290198,
235,32-003-0540,30.39925408,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,0.8894006602,
236,32-003-0540,25.83049607,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,0.5417606716,
237,32-003-0540,37.72299627,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,1.446669319,
238,32-003-0540,45.45901852,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,2.035308656,
239,32-003-0540,39.98489945,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,1.618779112,
240,32-003-0540,47.38018221,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,2.181491343,
241,32-003-0540,36.83206337,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,1.378877612,
242,32-003-0540,17.42674302,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.09768676742,
243,32-003-0540,13.82594676,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.3716738703,
